0,32.09,16.008,7.3082,9.7309,10.161,6.5795,2.3,11.016,7.1589,16.317,11.029,27.423,2.6249,8.3241,2.0616,6.5,4.3081,6.1847,5.3141,6.0033,9.0934,9.005,10.358,2.0025,4.1761,12.369,15.564,13.79,12.258,7.5604,6.2801,7.6968,14.671,16.28,4.2059,25.005,6.8964,5.0804,1.4866,7.2277,2.119,2.2825,4.6519,4.1183,9.067,7.0007,4.0447,6.8,6.0008,5.3151,27.616,21.52,6.3253,4.2202,3.4482,9.067,11.065,11.116,1.3,14.128,7.0114,9.067,11.002,4.0262,16.793,0.5,2.119,1.4,3.6056,9.0089,13.257,6.1,15.096,10.198,2.0591,9.0554,6.8622,0.7,32.237,8.0623,1.1662,5.5036,5.6569,4.2942,84.545,8.9,10,24.088,9.0449,6.2936,38.823,43.738,27.645,29.574,23.417,20.18,48.21,26.318,45.689,33.022,35.26,22.366,21.242,18.31,22.73,36.89,32.617,43.919,31.8,22.909,27.233,31.671,28.086,33.835,16.28,22.909,15.154,3.662,2.6926,8.4758,1.4142,7.0114,4.5177,3.7202,9.0272,1.2207,12.932,20.036,36.167,27.904,18.439,17.682,27.595,24.084,10.6,6.5299,35.945,19.085,11.461,20.991,21.61,17.106,20.18,18.763,26.515,17.391,26.322,43.481,32.339,31.671,18.461,39.699,38.482,42.314,42.389,33.17,29.296,34.048,41.105,19.242,23.174,12.278,22.73,33.8,23.614,35.945,2.2825,1.6,18.26,37.63,4.9244,6.0033,1.2207,33.347,39.55,1.7205,28.552,0
32.09,0,16.112,39.259,23.795,42.209,38.341,32.343,21.213,39.01,16.02,21.242,5.5462,30.279,24.456,30.14,26.458,36.222,38.2,37.238,26.093,23.296,23.096,22.002,34.078,28.026,20.009,18.53,19.127,20,26.093,27.036,25.013,19.503,20.39,28.022,7.5769,26.019,27.201,31.027,25.007,34.042,34.18,34.048,34.021,41.021,27.115,36.045,26.012,38.082,36.017,6.0465,11.238,36.087,33.044,35.007,41.021,43.15,43.186,32.213,46.201,39.1,41.149,43.079,31.036,16.226,32.056,34.042,32.225,34.005,41.049,45.277,38.161,47.178,42.23,31.283,23.25,37.071,32.045,9.6104,40.024,31.052,37.297,28.046,34.029,58.085,40.493,42.069,14.469,41.027,38.243,14.709,18.755,11.72,15.118,9.2195,13.724,22.302,11.6,22.516,11.574,14.435,16.042,11.029,20.307,14.648,20.619,10.591,25.479,15.243,16.648,10.934,13.029,12.536,21.568,20.39,16.648,18.318,35.001,33,40.337,33.175,39.1,36.28,35.001,41.117,31.155,21.456,15.394,12.44,16.142,14.091,19.864,5.9908,12.44,23.222,27.06,17.515,19.426,22.232,16.327,11.327,15.008,13.724,17.628,15.93,18.165,13.754,23.592,16.191,13.029,14.103,22.422,20.424,26.419,25.4,20.624,16.473,26.765,23.4,14.675,13.257,20.001,14.648,22.846,13.841,17.515,34.025,32.01,17.233,17.4,30.073,38.064,33.145,2.6,19.426,33.218,11.152,0
16.008,16.112,0,23.146,8.1633,26.102,22.232,16.243,5.1196,23.022,2.7,5.1662,11.811,14.172,8.4758,14.036,10.44,20.11,22.091,21.126,10.004,7.2277,7.0029,6.3906,18.004,12.02,4.717,6.6098,5.0804,4.4721,10.808,11.484,9.3963,6.9778,9.7719,12.027,9.0554,10.412,11.089,15.012,9.0934,18.001,18.071,18.376,18.265,25.007,11.847,20,10.358,22.008,20.224,12.21,6.5299,20.478,17.377,19.038,25.007,27.053,27.082,16.101,30.096,23.018,25.051,27.009,15.381,4.6,16,18.001,16.112,18.173,25,29.165,22.058,31.078,26.12,15.175,7.1589,21.416,16.001,17.991,24.005,15,21.186,12.5,18.3,71.169,24.4,26.005,12.357,25.003,22.131,25.034,30.025,14.446,17.751,8.0131,6.9778,34.39,13.042,32.74,19.31,22.152,11.691,5.6824,11.476,11.049,25.813,18.636,32.7,19.664,12.661,13.678,18.668,15.241,24.048,9.7719,12.661,5.6648,19.067,17.117,24.226,17.066,23.018,20.168,19.076,25.029,15.048,8.043,8.5376,22.215,16.825,4.0311,10.492,12.167,11.068,8.6608,11.606,23.843,11.344,7.8746,10.492,6.7941,1.7205,6.9778,9.3,15.508,8.36,14.152,31.64,20.501,18.668,4.1183,28.557,26.875,32.03,31.643,23.123,18.157,26.771,29.935,6.6098,10.559,4.5177,11.049,24.635,11.449,23.843,18.01,16.038,8.3,25.07,14.56,22.002,17.042,17.535,27.252,17.106,15.089,0
7.3082,39.259,23.146,0,16.08,3.015,1.1662,7.0029,18.062,3.6,23.603,18.047,34.693,9.0089,15.001,9.1411,13.006,3.0414,1.1662,2.0224,13.202,16.02,16.179,17.665,5.4626,11.484,19.673,22.808,21.092,19.549,14.625,13.372,14.97,21.891,23.273,11.513,32.04,14.116,12.06,8.6163,14.533,5.7306,5.099,8.043,7.5822,3.7736,13.892,4.0361,14.039,2.2361,6.353,34.906,28.814,7.6158,8.6279,5.5172,3.7736,4.1,4.0311,7.0456,7.0029,1.7,2.2361,4.4283,10,24.101,7.4673,5.7306,7.0349,7.1421,3.2016,6.0208,1.4142,8.01,3.0017,8.0056,16.038,7.088,7.5392,39.525,3.2573,8.4433,2.01,12.578,7.7337,91.615,2.0591,3.662,31.26,3.6056,1.0198,46.057,50.947,34.889,36.666,30.696,27.481,55.418,33.577,52.79,40.272,42.441,29.482,28.497,25.184,29.923,43.772,39.887,50.745,38.9,29.967,34.502,38.867,35.299,40.546,23.273,29.967,22.437,5.8,7.5604,1.2207,6.1,1.7,3,5.8728,2.4413,8.1216,20.08,27.273,43.424,34.934,25.733,24.646,34.883,31.347,17.756,13.553,42.995,26.023,18.663,28.132,28.911,24.331,27.481,25.896,33.565,24.552,33.496,50.422,39.396,38.867,25.757,46.558,45.431,48.978,49.143,39.94,36.307,40.239,47.952,26.537,30.424,19.573,29.923,40.396,30.829,42.995,5.9363,7.9177,25.452,44.728,11.161,2.508,6.1612,40.591,46.596,6.0407,35.808,0
9.7309,23.795,8.1633,16.08,0,19.095,15.033,9.1082,3.6892,16.824,9.829,3.5228,19.906,7.2801,1.7205,7.6968,3.2311,13.169,15.16,14.128,4.9204,2.4,4,6.4777,11.638,7.0007,7.341,11.63,9.2136,6.8877,8.8255,8.5,7.184,11.236,14.08,7.0711,16.317,7.7078,4.8826,9.3295,5.8523,11.847,11.303,13.543,13.202,18.629,9.4847,13.693,7.524,15.426,14.861,20.353,14.648,15.587,12.682,13.159,18.629,20.156,20.11,9.3145,23.07,16.337,18.187,20.304,11.034,11.245,9.9318,11.847,9.2892,12.88,18.461,22.027,15.224,24.083,19.076,8.2225,2.7,16.327,10.018,26.101,17.638,9.0824,14.07,9.181,13.314,79.269,17.001,19.357,19.602,18.578,15.108,33.11,38.108,22.277,25.224,16.174,14.5,42.5,20.863,40.697,27.336,30.071,18.446,13.842,16.286,18.2,33.2,26.707,40.215,27.281,19.294,21.593,26.519,22.984,30.956,14.08,19.294,10.735,13.328,11.766,17.024,10.358,16.337,13.098,13.372,18.248,8.544,10.689,15.403,30.303,24.005,11.844,15.338,20.307,18.742,9.3,8.8549,31.516,16.621,9.3536,17.066,14.881,9.7652,14.5,15.207,22.611,13.865,21.639,39.322,28.04,26.519,11.91,36.003,34.442,39.246,39.003,30.104,25.402,32.776,37.407,13.829,18.062,6.9778,18.2,31.325,18.822,31.516,12.002,10.445,14.327,32.882,10.781,15.499,10.44,25.461,35.018,10.261,23.005,0
10.161,42.209,26.102,3.015,19.095,0,4.1,10.012,21.034,4.4598,26.476,21.024,37.584,12,18.007,12.07,16.015,6.0033,4.0112,5,16.125,19.007,19.116,20.5,8.2225,14.318,22.518,25.494,23.874,22.416,17.233,16.011,17.72,24.555,25.76,14.339,35.024,16.824,15.027,11.376,17.377,8.3815,8.0306,10,9.6519,3.0676,16.428,6.4622,16.763,4.3463,8.0056,37.772,31.674,8.9939,10.762,7.8262,3.0676,1.1662,1.0198,10.012,4.0012,3.3106,1.2207,1.8868,12.389,26.9,10.261,8.3815,10.008,9.3295,2.4166,3.1048,4.0608,5.001,0.2,11,19.017,8.2006,10.308,42.249,3.4409,11.259,5.0249,15.154,9.7652,94.056,2.9,1.8,33.852,2.8792,4.0012,48.693,53.55,37.549,39.176,33.577,30.248,58.017,36.26,55.284,42.934,45.022,32.031,31.401,27.586,32.539,46.11,42.581,53.03,41.412,32.468,37.199,41.468,37.923,42.78,25.76,32.468,25.175,8.0131,9.9745,2.2361,9.0355,3.3106,6.0075,8.0623,1.4866,11.055,22.693,29.939,46.093,37.4,28.594,27.106,37.752,34.038,20.39,16.155,45.459,28.46,21.325,30.704,31.759,27.252,30.248,28.47,36.049,27.154,36.085,52.79,41.871,41.468,28.615,48.873,47.814,51.16,51.382,42.213,38.755,42.178,50.257,29.291,33.099,22.436,32.539,42.56,33.463,45.459,8.5094,10.562,28.078,47.229,13.553,4.4721,9.067,43.504,49.051,9.0089,38.483,0
6.5795,38.341,22.232,1.1662,15.033,4.1,0,6.0133,17.129,4.3174,22.777,17.106,33.842,8.0623,14.006,8.297,12.002,2.2825,1.2,1.3454,12.345,15.065,15.297,16.887,4.8826,10.734,18.881,22.142,20.354,18.736,14.046,12.777,14.276,21.243,22.743,10.77,31.078,13.461,11.146,7.9649,13.757,5.2498,4.3081,7.9756,7.4626,4.8415,13.37,3.8588,13.372,2.6,6.5146,34.077,27.996,7.8588,8.4404,5.3254,4.8415,5.2202,5.1196,6.1612,8.0399,2.508,3.4,5.5902,9.6208,23.342,6.8,5.2498,6.1392,6.9635,4.3139,7.0007,1.6,9.0554,4.0608,7.0576,15.096,7.4673,6.8964,38.81,4.2059,7.7389,1.077,12.037,7.6322,91.069,2.3324,4.826,30.647,4.6861,0.8,45.401,50.312,34.224,36.101,29.856,26.744,54.784,32.898,52.223,39.601,41.824,28.901,27.637,24.703,29.296,43.304,39.195,50.302,38.331,29.415,33.812,38.239,34.659,40.14,22.743,29.415,21.731,5.6604,7.2139,2.0025,5.2811,2.508,2.0881,5.7454,3.6056,7.2801,19.474,26.613,42.746,34.398,24.918,24.13,34.052,30.663,17.143,12.985,42.453,25.52,18.025,27.536,28.104,23.455,26.744,25.303,33.019,23.943,32.882,49.932,38.849,38.239,24.945,46.1,44.936,48.593,48.726,39.513,35.781,39.991,47.5,25.812,29.753,18.764,29.296,40.028,30.187,42.453,5.5172,7.3817,24.824,44.162,10.763,2.9,5.3852,39.715,46.057,5.1662,35.132,0
2.3,32.343,16.243,7.0029,9.1082,10.012,6.0133,0,11.131,7.9649,16.919,11.102,27.918,2.0881,8,2.6907,6.0033,4.0608,6.0531,5.0249,6.5,9.0554,9.368,11.18,3.1241,5.3151,13.118,16.698,14.718,12.924,9.1439,7.8873,8.9022,15.869,17.76,5.3814,25.065,8.2759,5.1923,3.544,8.1123,3.6056,2.3324,6.8007,6.2298,9.6208,8.7658,4.9406,8.1394,6.3906,7.0456,28.189,22.136,8.2365,6.4777,5,9.6208,11.055,11.022,1,14.006,7.2533,9.0796,11.199,6.2801,17.628,2.8,3.6056,0.9,5.6648,9.3963,13.003,6.1188,15.012,10.004,1.118,9.0934,8.6023,3,33.148,8.6539,3.0676,5,7.4626,6.4195,85.786,8.1584,10.261,25.294,9.552,6.0133,39.872,44.826,28.702,30.864,23.956,21.067,49.293,27.342,46.928,34.047,36.412,23.66,21.708,19.87,23.908,38.354,33.586,45.409,33.073,24.27,28.224,32.809,29.206,35.426,17.76,24.27,16.174,5.3254,4.9031,8.0156,1.6401,7.2533,4.005,5.4083,9.1411,1.8868,14.276,21.147,37.167,29.268,19.071,19.173,28.16,25.108,11.975,8.2006,37.261,20.587,12.744,22.262,22.266,17.511,21.067,20.06,27.864,18.66,27.514,44.884,33.66,32.809,19.104,41.175,39.887,43.911,43.932,34.725,30.673,35.886,42.587,20.17,24.237,12.962,23.908,35.457,24.751,37.261,3.9446,3.9,19.473,38.89,7.088,6.5,1.8868,33.755,40.863,1.3454,29.577,0
11.016,21.213,5.1196,18.062,3.6892,21.034,17.129,11.131,0,18.122,6.2801,0.2,16.887,9.067,3.4482,9.0006,5.3488,15.033,17.024,16.045,5.0636,2.119,2.1932,3.4482,13.019,7.2277,3.7363,7.985,5.5714,3.2573,7.2139,7.4404,5.5172,7.6655,10.591,7.2533,14,6.4031,6.0075,10.143,4.6648,13.065,13.01,13.858,13.662,20.072,8.1394,15.048,6.2801,17.007,15.55,17.233,11.318,15.977,12.888,14.188,20.072,22.008,22.023,11.022,25.034,18.001,20.006,22.004,10.966,7.5822,11.055,13.065,11.029,13.489,20.025,24.083,17.007,26.023,21.047,10.072,2.0396,16.855,11.077,22.688,19.067,10.072,16.09,8.3762,13.724,75.8,19.284,21.009,15.93,20.056,17.05,29.644,34.643,18.702,21.563,13,10.898,39.061,17.29,37.14,23.84,26.51,14.757,10.698,12.758,14.524,29.522,23.25,36.545,23.638,15.606,18.054,22.938,19.379,27.268,10.591,15.606,7.0682,14.258,12.394,19.127,12.007,18.001,15.075,14.277,20,10,7.4,11.72,26.854,20.321,8.3762,11.788,17.196,15.138,6.5146,7.6837,27.878,13.029,6.2801,13.378,11.51,6.5,10.898,11.539,18.925,10.216,17.988,35.679,24.384,22.938,8.4315,32.329,30.782,35.558,35.321,26.415,21.72,29.168,33.734,10.186,14.428,3.3526,14.524,27.647,15.164,27.878,13.111,11.218,10.647,29.277,10.345,17.019,12,22.653,31.397,12.027,19.462,0
7.1589,39.01,23.022,3.6,16.824,4.4598,4.3174,7.9649,18.122,0,23.063,18.146,34.16,9.552,15.474,9.2195,13.601,4.3139,3.1623,3.8588,13.065,16.243,16.045,17.042,5.1923,11.004,19.059,21.658,20.239,19.026,13.365,12.218,14.103,20.69,21.654,11.002,32.062,13.138,12.238,8.01,14.003,5.0636,5.6356,5.6824,5.4231,2.0396,12.472,3.1321,13.111,1.8868,3.6056,34.271,28.182,4.5343,6.5391,4.005,2.0396,4.826,5.0606,7.5392,7.782,1.9,3.2802,4.3463,8.3522,23.28,7.0711,5.0636,7.5769,5.2202,2.2825,7.267,2.7857,8.6163,4.6098,8.6539,16.194,3.7736,7.0456,38.407,1.118,8.0505,4.2942,11.281,5.5036,89.825,5.4918,3.3541,29.834,2.0881,3.544,44.7,49.506,33.617,35.05,30.14,26.535,53.964,32.365,51.12,38.991,40.964,27.966,28.052,23.39,28.557,41.829,38.687,48.71,37.284,28.349,33.324,37.442,33.937,38.441,21.654,28.349,21.436,4.0447,6.0828,4.4147,6.5,1.9,4.6861,4.0608,2.9732,8.297,18.764,26.044,42.153,33.234,25.125,22.967,34.258,30.164,16.517,12.3,41.278,24.292,17.487,26.674,28.23,24.003,26.535,24.452,31.904,23.18,32.058,48.523,37.705,37.442,25.135,44.575,43.562,46.79,47.039,37.896,34.57,37.737,45.951,25.556,29.204,19.032,28.557,38.188,29.504,41.278,5.016,7.0007,24.131,43.08,9.4868,1.6401,6.3906,40.136,44.856,6.6641,34.57,0
