4.2
6.6
4.7
2.1
0.5
2.4
1.5
1.9
3.6
5.7
7.4
3.4
9
2.5
1.9
3.7
1.7
2.6
2.7
2.4
4.4
2.9
4.5
6.9
4.3
5.4
7.2
11
8.8
6.7
8.8
8
7.4
11
14
5.5
3.7
7.6
3.3
5.3
6
4.9
3.1
8.4
7.8
5.3
9.1
4.8
7.4
4.1
7.7
10
8.9
9.1
8.3
5.9
5.3
3
2.6
2.9
2.3
3.8
3.1
4
8.1
9.3
4.7
4.9
2.8
7.2
4.6
1.6
3.1
2.5
2.2
2.4
3.2
8.9
4.9
16
5.2
4.8
1.9
8.2
8
49
0.3
4.2
16
5.1
2.3
21
24
16
20
8.6
11
26
15
28
18
21
16
7.4
16
15
27
17
32
21
17
15
19
17
27
14
17
10
6.3
6.7
1.4
3.2
3.8
2.1
6.4
3.5
3.5
11
13
19
20
8.2
15
9.9
14
9.8
8.4
24
16
9.8
15
9.3
6.1
11
14
19
13
17
30
22
19
8.3
29
27
33
32
26
21
31
30
11
14
6.8
15
28
15
24
5.3
5.8
13
24
8.7
4.4
3.5
9
26
2.8
16
